WEO Country Code,ISO,Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
288,PRY,Paraguay,"8,374.04","8,876.15","8,497.61","7,999.49","7,985.64","8,053.64","7,826.47","7,894.72","8,101.94","8,309.57","8,651.93","8,408.49","8,380.11","8,617.90","8,894.67","9,311.51","9,268.89","9,468.88","9,285.82","8,975.79","8,592.71","8,361.98","8,208.36","8,411.39","8,601.11","8,635.82","8,900.72","9,230.41","9,672.82","9,495.89","10,385.97","10,665.36","10,429.61","11,125.81","11,542.79","11,710.82","12,034.67","12,433.77","12,651.44","12,424.93","12,184.35","12,558.85","12,860.05","13,195.47","13,474.54","13,759.52","14,050.52",2019
293,PER,Peru,"7,471.39","7,686.12","7,477.33","6,620.44","6,713.69","6,698.80","7,341.61","7,734.55","6,853.98","5,809.41","5,402.61","5,413.18","5,280.15","5,452.80","6,012.18","6,343.24","6,407.84","6,707.23","6,571.00","6,563.34","6,637.74","6,581.69","6,843.88","7,033.14","7,286.05","7,646.36","8,122.48","8,712.12","9,399.93","9,396.93","10,065.93","10,582.22","11,105.90","11,625.00","11,771.00","12,022.13","12,363.64","12,540.71","12,903.16","12,783.13","11,263.78","12,271.76","12,704.57","13,146.51","13,439.88","13,732.72","14,027.30",2018
566,PHL,Philippines,"4,604.13","4,644.47","4,695.05","4,665.47","4,219.23","3,816.52","3,853.18","3,921.29","4,093.37","4,246.10","4,275.46","4,159.87","4,081.68","4,074.97","4,156.47","4,248.91","4,279.59","4,401.75","4,272.78","4,322.28","4,514.05","4,553.47","4,625.02","4,762.98","4,976.23","5,122.85","5,294.50","5,537.58","5,676.05","5,658.89","5,970.91","6,099.13","6,414.79","6,739.98","7,058.12","7,393.04","7,790.26","8,199.05","8,587.92","8,982.57","8,010.68","8,144.56","8,527.69","8,983.96","9,445.18","9,903.72","10,386.15",2020
964,POL,Poland,"12,374.27","11,037.57","10,406.99","10,835.76","10,703.46","11,034.03","11,349.40","11,551.59","11,919.73","12,361.76","11,366.51","10,542.63","10,728.93","11,155.45","11,715.52","12,503.81","13,274.03","14,203.67","14,903.28","15,574.72","16,409.48","16,611.32","16,856.28","17,456.79","18,340.02","18,991.50","20,164.75","21,606.57","22,519.85","23,145.38","24,082.51","25,201.85","25,535.03","25,826.06","26,729.99","27,871.32","28,776.05","30,161.55","31,773.19","33,284.21","32,391.25","34,154.25","35,927.06","37,221.06","38,398.29","39,602.30","40,824.46",2020
182,PRT,Portugal,"16,489.86","16,923.35","17,184.07","17,270.74","17,025.20","17,256.53","17,813.22","19,177.93","20,223.04","21,599.09","23,347.49","24,189.96","24,966.53","24,764.62","25,065.86","25,555.58","26,352.04","27,388.98","28,561.19","29,509.66","30,421.13","30,794.54","30,862.49","30,460.71","30,931.34","31,115.60","31,564.12","32,291.79","32,348.24","31,308.65","31,837.94","31,343.85","30,194.56","30,080.45","30,482.57","31,157.64","31,887.22","33,086.05","34,083.36","34,989.23","31,961.34","33,440.25","35,217.68","36,180.55","37,067.48","37,904.78","38,684.98",2020
359,PRI,Puerto Rico,"16,801.89","16,842.61","16,189.93","16,121.45","17,142.05","17,328.07","18,557.26","19,270.14","20,306.64","21,076.31","21,653.67","22,009.33","22,858.01","23,750.37","24,561.74","25,481.32","25,861.84","26,897.72","28,403.10","29,389.91","30,124.84","32,906.42","33,577.33","34,341.88","35,017.11","34,370.83","34,030.14","33,832.14","33,403.59","32,930.52","32,960.84","33,224.69","33,639.04","33,922.30","34,070.28","34,301.81","34,492.82","34,627.22","34,226.85","34,735.43","33,808.75","34,014.07","34,323.91","34,636.58","34,952.10","35,270.48","35,556.08",2020
453,QAT,Qatar,"140,771.71","124,882.64","106,442.19","94,051.68","102,271.03","84,207.49","83,146.68","80,493.85","80,993.54","82,087.96","59,959.40","57,997.53","63,457.69","62,586.90","63,393.58","62,854.34","64,065.25","79,210.40","84,019.08","83,864.32","86,435.58","87,650.41","91,006.82","90,264.58","98,632.64","93,270.34","101,382.65","100,604.63","87,676.76","93,993.73","105,739.00","116,493.49","115,334.96","111,365.54","106,059.22","101,000.86","96,943.85","91,742.86","91,679.08","91,101.14","91,591.53","91,544.09","93,302.17","93,879.80","95,633.81","97,594.91","99,703.25",2020
968,ROU,Romania,"13,451.81","13,385.47","13,841.78","14,613.14","15,427.19","15,342.18","15,627.89","15,663.70","15,504.02","14,552.15","13,719.02","11,963.62","10,956.88","11,185.53","11,696.69","12,606.44","13,177.43","12,445.88","11,905.94","11,825.06","12,182.81","12,833.86","13,947.70","14,384.65","15,963.23","16,816.80","18,274.16","19,713.39","22,065.11","21,046.77","20,370.79","20,857.32","21,392.14","22,282.99","23,164.65","23,941.97","25,213.72","27,219.98","28,598.67","29,961.60","28,932.98","30,960.74","32,458.74","33,704.69","34,981.68","36,230.20","37,504.83",2020
922,RUS,Russia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"21,433.20","20,296.62","17,320.61","15,801.68","13,796.63","13,241.94","12,782.71","12,986.21","12,311.12","13,150.91","14,529.96","15,338.28","16,141.89","17,403.78","18,721.77","19,993.88","21,680.72","23,550.15","24,787.88","22,833.74","23,856.88","25,032.04","25,986.48","26,383.75","26,105.56","25,542.03","25,546.35","25,999.32","26,747.21","27,296.92","26,596.07","27,847.67","28,689.29","29,298.71","29,873.16","30,436.77","30,987.52",2020
714,RWA,Rwanda,"1,050.32","1,038.06",975.956,997.126,"1,099.77","1,110.38","1,132.48","1,091.09","1,057.09",963.974,945.69,878.028,935.356,893.174,559.992,738.547,833.589,914.87,908.291,846.851,893.959,945.3,"1,043.47","1,040.93","1,079.37","1,153.75","1,232.00","1,297.49","1,396.71","1,453.20","1,512.95","1,601.49","1,690.19","1,736.78","1,793.71","1,900.69","1,979.16","2,005.48","2,123.52","2,268.35","2,146.37","2,204.96","2,306.56","2,437.44","2,563.49","2,695.33","2,796.99",2012
862,WSM,Samoa,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,801.99","3,761.11","3,933.45","4,201.50","4,413.40","4,615.44","4,728.20","5,010.55","5,084.79","5,076.63","5,222.02","5,157.62","5,249.60","5,424.20","5,157.85","5,092.54","5,056.54","5,237.41","5,629.35","5,664.28","5,525.63","5,695.46","5,502.49","5,071.00","5,090.13","5,261.59","5,419.52","5,562.37","5,680.66",2016
135,SMR,San Marino,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"80,994.87","82,009.15","84,071.61","88,906.20","87,451.61","77,596.69","72,169.39","65,243.13","59,829.41","58,642.97","57,573.06","58,600.03","59,666.47","59,522.01","60,124.20","61,649.02","57,348.89","59,889.46","61,924.18","62,642.00","63,262.49","64,084.90","64,918.01",2019
716,STP,S„o TomÈ and PrÌncipe,"4,106.11","3,609.60","3,641.04","3,418.94","3,133.59","3,335.96","3,058.82","2,887.65","2,864.00","2,869.25","2,729.37","2,685.10","2,626.19","2,624.19","2,632.05","2,635.04","2,625.27","2,603.02","2,619.87","2,637.40","2,602.58","2,620.78","2,633.59","2,749.45","2,790.71","2,915.75","3,097.58","3,108.63","3,290.40","3,291.40","3,430.75","3,501.61","3,532.69","3,623.57","3,780.06","3,823.55","3,903.42","3,975.03","3,997.40","4,009.05","4,034.74","4,028.33","4,072.40","4,114.57","4,170.00","4,236.46","4,147.70",2011
456,SAU,Saudi Arabia,"87,256.15","84,712.08","63,950.88","51,127.19","46,420.76","39,878.33","44,438.77","39,513.89","42,563.76","40,331.23","44,244.71","48,459.67","47,415.74","45,879.72","45,030.64","44,044.86","44,123.38","43,541.53","43,727.86","41,073.95","42,345.03","40,830.01","38,728.21","42,047.39","44,299.51","45,233.74","44,967.85","44,293.84","45,518.61","43,120.10","43,809.97","46,809.07","47,957.06","47,940.57","49,125.69","49,953.78","49,629.15","48,014.59","48,004.58","47,031.29","44,075.56","44,756.15","45,997.49","46,348.25","46,717.24","47,067.27","47,439.79",2020
722,SEN,Senegal,"2,565.01","2,623.43","2,751.53","2,531.47","2,550.64","2,557.42","2,558.91","2,633.63","2,539.92","2,563.56","2,473.69","2,466.88","2,430.55","2,391.59","2,320.05","2,396.52","2,380.42","2,386.71","2,470.57","2,557.79","2,595.11","2,642.69","2,580.83","2,658.56","2,712.88","2,758.35","2,750.20","2,754.19","2,780.62","2,780.61","2,797.11","2,757.08","2,788.67","2,777.11","2,868.32","2,966.46","3,067.67","3,203.91","3,309.49","3,361.46","3,320.68","3,385.33","3,476.20","3,748.22","3,872.51","3,972.07","4,072.78",2019
942,SRB,Serbia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"8,799.74","9,048.46","7,978.21","8,624.77","9,070.96","9,720.84","10,176.43","11,122.97","12,289.29","12,967.89","13,859.04","14,705.32","14,361.08","14,524.33","14,932.56","14,902.91","15,408.77","15,237.76","15,588.00","16,193.00","16,621.47","17,463.78","18,254.98","18,172.85","19,439.11","20,395.36","21,398.76","22,344.09","23,341.73","24,381.56",2020
718,SYC,Seychelles,"11,018.88","10,463.67","10,186.83","10,136.33","10,510.36","11,498.63","11,514.24","11,573.62","12,144.69","13,314.07","14,236.62","14,436.04","15,400.70","16,184.68","15,374.96","15,224.06","16,502.25","18,298.49","18,386.86","18,366.74","18,977.75","18,530.52","18,410.41","17,314.43","16,883.30","18,320.03","19,629.10","21,563.63","20,635.39","20,326.97","20,942.48","22,656.71","23,261.06","24,209.66","24,916.00","25,638.73","26,580.63","27,711.69","27,772.39","28,036.58","24,227.78","25,678.10","27,408.43","29,004.77","30,180.09","31,412.44","32,626.76",2015
724,SLE,Sierra Leone,"2,209.02","2,196.61","2,189.81","2,105.90","2,129.49","1,947.12","1,907.08","1,910.75","1,909.24","1,957.66","1,959.11","1,790.55","1,618.18","1,626.08","1,690.48","1,523.06","1,143.23",937.153,919.51,829.514,838.145,955.123,"1,156.04","1,206.68","1,231.16","1,238.40","1,250.05","1,314.61","1,353.07","1,365.22","1,406.18","1,461.32","1,645.68","1,942.84","1,987.01","1,545.72","1,608.74","1,633.73","1,654.60","1,709.30","1,637.78","1,655.39","1,716.81","1,754.86","1,802.82","1,850.82","1,889.66",2017
576,SGP,Singapore,"22,431.71","23,691.13","24,284.24","26,021.50","27,779.33","27,568.61","27,965.23","30,522.37","33,109.35","35,417.61","37,412.33","38,794.89","40,146.36","43,630.40","46,975.56","48,851.45","50,410.28","52,801.50","49,917.37","52,354.58","56,106.73","54,029.74","55,634.72","59,022.10","64,011.43","67,125.57","70,915.99","74,159.39","71,629.83","69,585.85","78,294.03","81,538.37","83,112.01","85,732.80","87,959.42","89,519.74","91,307.50","95,350.44","98,222.85","98,411.58","93,397.05","98,535.68","101,202.59","103,448.14","105,653.69","107,742.08","109,911.31",2020
936,SVK,Slovak Republic,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"12,067.92","12,744.99","13,671.81","14,590.48","15,322.15","15,920.89","15,887.11","16,056.79","16,640.47","17,390.27","18,360.54","19,340.58","20,618.43","22,368.61","24,790.43","26,158.43","24,702.19","26,113.71","26,847.09","27,296.15","27,445.00","28,143.43","29,469.09","30,070.38","30,917.61","32,000.31","32,760.06","31,159.95","32,529.58","34,176.39","35,611.53","36,778.72","37,869.78","38,816.94",2019
961,SVN,Slovenia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"18,984.77","19,614.41","20,653.97","21,497.92","22,263.42","23,426.23","24,219.81","25,596.15","26,410.42","27,227.95","28,126.96","28,944.85","30,185.51","31,313.84","33,017.82","35,199.22","36,436.59","33,319.96","33,526.66","33,762.43","32,786.39","32,396.57","33,256.78","33,962.30","35,023.93","36,680.19","38,284.09","39,262.17","37,333.29","39,538.24","41,217.70","42,671.89","43,947.67","45,243.37","46,577.41",2020
813,SLB,Solomon Islands,"2,466.40","2,342.00","2,227.97","2,240.89","2,175.25","2,044.08","1,981.08","2,087.76","2,055.80","2,084.80","2,071.96","2,135.24","2,339.22","2,364.65","2,484.63","2,659.17","2,627.09","2,531.31","2,493.82","2,414.39","2,014.15","1,804.54","1,707.74","1,772.00","1,842.65","1,897.39","1,943.71","1,984.46","2,052.83","2,057.27","2,180.84","2,280.31","2,262.08","2,319.00","2,280.51","2,251.32","2,320.75","2,381.01","2,411.14","2,378.38","2,226.65","2,205.49","2,252.85","2,303.51","2,329.06","2,346.27","2,362.42",2015
726,SOM,Somalia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,939.583,930.084,925.147,930.181,930.128,916.435,915.544,915.544,883.514,872.352,880.503,886.493,895.108,905.546,917.867,2013
199,ZAF,South Africa,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"10,256.75","10,339.66","10,436.33","10,683.95","10,780.40","10,670.22","10,765.73","11,050.50","11,144.34","11,399.41","11,622.51","12,022.41","12,511.38","13,052.68","13,572.23","13,806.75","13,392.68","13,589.00","13,804.42","13,921.30","14,049.39","14,033.16","14,004.89","13,886.18","13,838.85","13,840.85","13,659.41","12,599.27","13,030.51","13,111.42","13,095.27","13,066.25","13,037.28","13,008.38",2020
733,SSD,South Sudan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,077.08",954.343,"1,194.58","1,191.75","1,154.53",970.485,888.762,845.389,827.106,750.108,767.786,794.443,815.093,828.743,842.123,854.403,2008
184,ESP,Spain,"21,052.81","20,769.73","20,915.03","21,161.36","21,435.24","21,864.39","22,549.56","23,781.36","24,985.02","26,183.14","27,142.71","27,754.55","27,898.43","27,446.47","28,011.78","29,098.30","29,734.04","30,802.05","32,066.16","33,415.20","34,809.88","35,992.31","36,387.12","36,786.55","37,346.87","38,000.09","38,937.11","39,559.00","39,262.06","37,469.07","37,374.73","36,932.70","35,817.26","35,433.70","36,030.07","37,448.75","38,549.55","39,626.47","40,364.12","40,875.30","36,446.87","38,502.47","40,785.34","41,684.39","42,340.06","42,851.89","43,353.41",2020
524,LKA,Sri Lanka,"2,663.11","2,768.08","2,876.73","2,937.80","3,102.01","3,224.07","3,329.13","3,344.20","3,400.32","3,442.08","3,617.81","3,961.28","3,793.59","4,034.45","4,317.79","4,541.80","5,059.69","5,549.08","5,430.21","5,557.02","5,988.11","5,829.82","5,999.25","6,302.22","6,589.46","6,944.23","7,419.42","7,865.37","8,274.18","8,507.59","9,126.87","9,827.54","10,712.40","10,990.07","11,428.11","11,890.52","12,287.47","12,584.10","12,860.32","13,070.13","12,536.37","12,924.26","13,278.96","13,725.62","14,217.47","14,727.57","15,256.17",2019
361,KNA,St. Kitts and Nevis,"7,133.85","7,365.28","7,855.15","7,733.62","8,529.08","9,138.84","10,022.29","10,941.77","12,163.99","12,957.00","13,669.75","13,919.08","14,226.71","14,823.72","15,430.54","15,771.88","16,516.35","17,535.25","17,526.46","18,011.51","19,521.53","20,282.56","20,273.40","19,201.68","19,692.23","21,324.48","21,728.53","21,607.44","23,760.80","22,707.91","22,470.98","22,587.96","22,221.24","23,233.74","24,731.43","24,656.76","25,360.27","25,340.71","25,754.15","26,718.42","22,637.08","22,178.57","24,150.33","25,125.45","25,561.65","25,974.13","26,405.67",2015
362,LCA,St. Lucia,"6,238.45","6,468.80","6,520.52","6,697.50","7,133.54","7,907.78","8,910.99","9,130.89","10,248.41","10,975.40","11,934.09","11,814.69","12,553.27","12,540.69","12,489.93","12,462.80","12,620.12","12,314.54","12,891.76","13,085.21","12,899.25","12,309.40","12,264.83","12,669.46","13,438.51","13,228.89","13,879.71","13,985.39","14,496.71","14,712.23","14,693.59","15,253.70","15,042.73","14,571.09","14,600.76","14,433.87","14,844.64","15,236.05","15,559.54","15,452.24","12,227.02","12,572.67","14,135.66","15,289.00","15,798.34","15,976.04","16,108.82",2015
364,VCT,St. Vincent and the Grenadines,"4,427.61","4,559.72","4,639.51","4,752.53","4,967.98","5,143.74","5,384.59","5,383.86","6,056.25","6,222.51","6,471.51","6,564.47","7,031.94","7,286.04","7,202.84","7,694.24","7,777.58","8,070.40","8,432.24","8,611.87","8,769.41","8,921.43","9,442.91","10,123.70","10,497.69","10,711.38","11,484.13","11,816.05","11,991.29","11,727.84","11,323.24","11,264.50","11,408.78","11,606.29","11,735.46","11,879.69","12,093.01","12,201.78","12,453.27","12,507.27","12,088.35","11,342.96","12,275.56","13,010.84","13,550.26","13,984.25","14,347.50",2016
732,SDN,Sudan,"2,951.30","3,046.50","3,082.51","2,952.46","2,661.94","2,573.29","2,751.86","2,849.88","2,915.76","2,883.93","2,733.04","2,839.03","2,909.71","2,903.65","2,920.55","3,293.07","3,394.11","3,525.74","3,739.48","3,820.92","4,048.08","4,375.45","4,522.01","4,677.64","4,793.26","4,945.46","5,134.95","5,291.85","5,356.16","5,075.94","5,138.19","6,110.87","4,725.34","4,670.09","4,740.23","4,686.60","4,706.50","4,602.32","4,350.73","4,134.13","3,883.11","3,818.77","3,852.27","3,942.38","4,092.24","4,259.76","4,421.68",2011
366,SUR,Suriname,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"13,706.48","11,640.90","11,952.54","11,517.76","10,584.98","11,608.38","12,755.56","13,448.82","13,581.39","13,262.76","13,091.56","13,533.42","13,872.73","14,585.38","15,371.73","15,942.97","16,671.32","17,325.10","17,796.83","18,085.78","18,767.95","19,543.73","20,006.78","20,271.89","20,012.37","19,038.95","17,837.44","17,879.62","18,551.30","18,507.19","15,446.06","15,367.36","15,417.18","15,546.39","15,617.33","15,630.23","15,599.34",2020
144,SWE,Sweden,"27,261.18","28,481.52","28,863.85","29,446.98","30,682.80","31,338.31","32,179.41","33,113.43","33,750.79","34,370.93","34,372.58","33,783.13","33,282.70","32,475.72","33,479.15","34,713.50","35,233.87","36,302.90","37,839.58","39,415.08","41,194.42","41,667.99","42,432.61","43,244.01","44,940.57","46,039.58","47,839.94","49,109.82","48,500.77","45,977.03","48,326.19","49,516.52","48,848.98","48,973.22","49,746.20","51,432.47","51,740.38","52,413.09","52,860.88","53,402.35","51,650.98","52,549.75","53,809.49","54,813.85","55,399.25","56,033.87","56,682.60",2020
146,CHE,Switzerland,"48,505.59","49,044.66","48,050.96","48,044.32","49,449.20","51,088.58","51,772.51","52,271.34","53,565.62","55,510.12","57,095.28","55,917.85","55,092.23","54,467.93","54,680.25","54,601.43","54,574.71","55,644.57","57,207.95","57,939.45","59,965.00","60,662.78","60,198.62","59,673.38","60,823.33","62,128.90","64,322.90","66,489.55","67,497.76","65,175.58","66,533.76","67,087.97","67,259.35","67,791.50","68,572.33","68,862.25","69,480.81","69,851.70","71,363.88","71,736.65","69,443.10","71,480.02","73,070.93","73,557.87","74,324.48","74,656.45","75,434.50",2020
463,SYR,Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,TWN,Taiwan Province of China,"8,277.16","8,705.05","8,965.21","9,631.23","10,444.18","10,807.62","11,931.17","13,305.24","14,207.60","15,291.83","15,945.57","17,108.97","18,355.47","19,426.16","20,703.77","21,863.83","23,033.10","24,182.69","24,986.05","26,470.39","27,909.03","27,359.57","28,711.62","29,813.67","31,767.36","33,358.05","35,119.30","37,391.42","37,561.50","36,823.40","40,521.89","41,897.10","42,660.86","43,612.48","45,553.26","46,106.21","47,008.92","48,500.85","49,815.03","51,260.91","52,955.68","56,160.76","58,141.21","59,767.40","61,216.11","62,599.75","64,014.62",2020
923,TJK,Tajikistan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,034.68","1,796.82","1,403.90","1,215.25","1,148.47","1,150.50","1,187.79","1,196.21","1,274.38","1,379.75","1,477.16","1,595.85","1,729.27","1,807.08","1,893.14","1,997.49","2,108.89","2,143.32","2,232.21","2,343.93","2,463.27","2,586.43","2,698.69","2,798.41","2,927.69","3,070.05","3,226.93","3,399.97","3,484.25","3,589.74","3,682.88","3,762.45","3,845.81","3,933.06","4,024.34",2014
738,TZA,Tanzania,"1,271.07","1,238.51","1,207.87","1,199.09","1,202.77","1,220.18","1,262.07","1,297.26","1,314.31","1,322.85","1,371.54","1,354.14","1,316.35","1,287.99","1,267.04","1,274.37","1,297.47","1,310.99","1,329.63","1,361.66","1,394.00","1,439.50","1,501.20","1,560.28","1,635.53","1,707.17","1,737.11","1,831.69","1,880.47","1,925.56","1,989.22","2,084.10","2,127.00","2,204.25","2,283.08","2,352.07","2,439.36","2,527.81","2,624.35","2,725.39","2,773.72","2,801.80","2,859.74","2,929.75","3,010.54","3,099.12","3,189.42",2012
578,THA,Thailand,"3,914.63","4,064.33","4,201.08","4,354.39","4,522.19","4,647.38","4,816.32","5,180.35","5,767.61","6,368.72","7,010.15","7,509.65","8,120.70","8,745.55","9,358.71","10,017.93","10,467.46","10,059.38","9,180.02","9,489.82","9,809.62","10,053.82","10,583.76","11,260.16","11,886.33","12,304.40","12,837.88","13,460.06","13,620.53","13,458.53","14,399.05","14,450.48","15,424.54","15,767.36","15,854.13","16,285.39","16,782.10","17,422.95","18,095.74","18,453.47","17,284.70","17,412.96","18,157.02","18,861.68","19,514.07","20,178.52","20,885.88",2019
537,TLS,Timor-Leste,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,295.04","2,635.90","2,424.74","2,335.51","2,305.80","2,332.43","2,192.81","2,365.85","2,573.76","2,751.70","2,930.05","3,045.46","3,172.28","3,182.53","3,264.56","3,297.89","3,344.57","3,145.48","3,051.67","3,552.60","3,181.50","2,842.13","2,860.55","2,855.85","2,832.98","2,860.47","2,894.76",2019
742,TGO,Togo,"2,389.26","2,232.73","2,073.97","1,894.66","1,933.36","1,936.09","1,933.80","1,826.72","1,952.21","1,976.40","2,039.86","1,981.26","1,877.44","1,538.64","1,714.01","2,000.22","1,868.62","1,880.39","1,779.72","1,768.42","1,700.07","1,667.24","1,686.30","1,754.52","1,693.75","1,573.26","1,572.57","1,512.67","1,531.90","1,573.46","1,625.03","1,683.35","1,746.35","1,804.85","1,862.61","1,919.73","1,976.81","2,012.24","2,061.15","2,121.25","2,106.38","2,153.66","2,225.84","2,304.55","2,390.55","2,484.42","2,581.97",2016
866,TON,Tonga,"1,844.24","2,091.13","2,346.18","2,455.99","3,502.02","3,717.59","4,066.14","4,124.49","3,960.32","3,983.97","4,150.48","4,369.10","4,182.20","4,158.77","4,252.64","4,574.55","4,563.39","4,526.82","4,612.17","4,698.68","4,855.59","4,906.23","5,105.71","5,087.58","4,971.16","4,930.13","4,802.15","4,662.85","4,872.36","4,607.71","4,633.33","4,926.62","4,965.51","5,007.27","5,135.27","5,222.83","5,622.41","5,813.06","5,837.96","5,888.07","5,934.07","5,821.34","5,997.35","6,226.60","6,423.18","6,562.59","6,691.27",2020
369,TTO,Trinidad and Tobago,"15,104.17","15,548.40","15,879.24","14,017.70","13,016.97","12,318.51","11,782.81","11,140.34","10,618.17","10,454.45","10,540.41","10,797.85","11,814.84","11,670.48","12,029.51","12,441.29","13,293.44","14,267.49","15,403.91","16,610.71","17,711.78","18,302.20","19,525.47","22,125.14","23,625.84","24,895.45","28,293.84","29,364.80","30,191.32","28,594.31","29,423.11","29,190.08","28,798.41","29,246.90","28,796.46","29,053.17","27,281.75","26,342.58","26,250.32","25,827.83","23,722.46","23,359.01","24,498.19","24,880.09","25,148.40","25,421.30","25,703.27",2019
744,TUN,Tunisia,"4,810.83","4,937.39","4,796.78","4,904.38","5,125.92","5,243.45","4,973.82","5,195.99","5,112.69","5,151.75","5,350.88","5,449.93","5,759.45","5,780.06","5,874.92","5,927.70","6,236.81","6,503.86","6,743.83","7,071.93","7,303.38","7,513.63","7,552.32","7,847.51","8,272.02","8,488.50","8,851.59","9,351.98","9,645.96","9,831.37","10,063.61","9,759.15","10,041.33","10,204.79","10,376.10","10,378.12","10,386.28","10,467.26","10,634.31","10,625.59","9,615.15","9,810.10","10,045.69","10,208.69","10,357.92","10,502.96","10,650.58",2019
186,TUR,Turkey,"9,122.79","9,306.73","9,408.98","9,637.19","10,072.02","10,282.99","10,778.57","11,633.68","11,662.99","11,485.36","12,332.08","12,237.75","12,758.21","13,563.63","12,622.22","13,321.68","14,040.15","14,873.72","15,117.16","14,416.15","15,198.58","14,133.90","14,864.25","15,537.13","16,852.71","18,141.34","19,159.89","19,882.14","19,783.25","18,558.16","19,804.92","21,728.07","22,496.66","24,074.30","24,929.24","26,095.08","26,599.44","28,242.49","28,660.97","28,515.69","28,867.79","31,079.72","31,726.14","32,410.04","33,102.11","33,829.45","34,586.27",2020
925,TKM,Turkmenistan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"5,910.87","5,266.60","4,245.31","3,852.63","3,527.40","3,079.52","3,241.51","3,730.37","4,372.64","5,206.03","5,963.49","6,911.07","7,844.03","8,771.74","9,624.78","10,564.38","11,976.15","12,553.85","14,158.69","15,832.42","16,579.91","16,351.78","16,786.72","16,743.48","15,741.97","15,631.07","15,673.52","14,249.69","13,569.21","14,044.41","14,136.91","14,239.06","14,352.24","14,473.27","14,602.30",2004
869,TUV,Tuvalu,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,646.73","3,517.93","3,407.51","3,238.04","3,238.36","3,417.85","3,596.29","3,350.92","3,226.55","3,424.97","3,241.60","3,374.01","3,416.94","3,722.89","3,884.43","4,103.84","4,152.51","4,710.27","4,739.16","4,840.27","4,990.86","5,162.67","5,349.28","5,533.27","5,716.86",2017
746,UGA,Uganda,"1,041.00","1,049.17","1,101.63","1,120.66","1,052.93",987.651,962.454,965.181,"1,007.34","1,033.25","1,061.72","1,043.52","1,069.87","1,103.84","1,150.88","1,217.67","1,256.20","1,273.26","1,309.76","1,369.55","1,377.42","1,451.16","1,503.45","1,540.51","1,575.10","1,676.35","1,735.10","1,812.02","1,932.94","2,020.21","2,102.27","2,190.74","2,172.22","2,192.98","2,253.88","2,364.55","2,299.43","2,383.19","2,442.42","2,564.78","2,456.88","2,497.51","2,549.52","2,639.42","2,733.12","2,849.15","2,955.03",2016
926,UKR,Ukraine,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"14,495.74","13,019.82","11,204.49","8,708.54","7,710.17","7,004.43","6,852.28","6,780.25","6,825.91","7,295.69","8,007.26","8,505.31","9,388.11","10,572.02","10,981.66","11,888.37","12,939.35","13,289.87","11,327.66","11,839.78","12,526.09","12,576.49","12,611.95","12,467.83","11,292.09","11,612.98","11,942.82","12,428.08","12,902.80","12,447.07","12,944.92","13,469.47","13,982.88","14,571.82","15,215.05","15,887.08",2020
